
Tuesday	N
Gregorio	N
del	N
Pilar	N
dispatched	C
boarding	C
team	N
inspect	C
fishing	N
vessels	C
collect	N
photos	N
evidence	C
catch	C
two	N
Chinese	N
vessels	C
showed	N
including	N
government	N
surveillance	C
ship	N

Initially	C
said	N
inspection	C
team	N
reported	N
large	N
amounts	N
illegally	C
collected	N
corals	C
giant	N
clams	C
live	N
sharks	N
found	N
inside	N
compartments	C
first	N
fishing	N
vessel	C
boarded	N
Navy	N
team	N

Gregorio	N
del	N
Pilar	N
reported	N
two	N
Chinese	N
maritime	C
surveillance	C
ships	N
identified	C
Zhonggou	C
Haijian	N
75	N
Zhonggou	C
Haijian	N
84	N
sailed	N
mouth	N
Shoal	C
placing	N
PF-15	N
eight	N
Chinese	N
fishing	N
vessels	C
thus	N
preventing	C
arrest	N
erring	C
Chinese	N
fishermen	N

time	N
suggested	C
November	N
president	N
point	N
management	C
wars	N
Iraq	N
Afghanistan	N
administration	N
efforts	N
significantly	C
degrade	C
al-Qaeda	N
major	C
successes	C
first	N
term	C

Yet	N
visit	N
also	N
reminder	C
Obama	N
keenly	C
aware	N
dealing	C
war-weary	C
nation	N
comes	N
Afghanistan	N

latest	N
Washington	N
Post-ABC	N
News	N
poll	N
two-thirds	N
Americans	N
said	N
think	N
decade-long	C
battle	N
worth	C
costs	N
incurred	C
nearly	N
half	N
country	N
feels	N
strongly	N
way	N

Even	N
majority	C
Republicans	N
hold	N
negative	N
view	N
conflict	C

Obama	N
message	N
Tuesday	N
night	N
nationally	N
televised	C
speech	N
tailored	C
directly	N
address	C
sentiment	C

Albert	N
Del	N
Rosario	N
said	N
met	N
ambassador	C
Keqing	N
reaffirmed	C
governments	C
positions	N
Scarborough	N
Shoal	C
ships	N
facing	N
part	N
country	N
territory	C

Mr	N
Del	N
Rosario	N
said	N
despite	C
impasse	C
resolved	C
seek	N
diplomatic	C
solution	N
issue	C

Philippine	N
government	C
says	N
navy	N
tried	N
detain	C
Chinese	N
fishermen	C
prevented	C
Chinese	N
surveillance	C
craft	C

Beijing	N
called	N
Philippine	N
ship	N
leave	N
waters	C

shoal	C
lies	N
north-western	N
province	N
Zambales	N

China	N
Philippines	N
disputing	C
ownership	N
shoal	C
addition	N
Spratly	N
Islands	N
areas	N
South	N
China	N
Sea	N

Philippine	N
Department	N
Foreign	N
Affairs	N
said	N
Sunday	N
Philippine	N
navy	N
surveillance	C
plane	N
sighted	C
eight	N
Chinese	N
fishing	N
vessels	C
anchored	C
lagoon	C
Scarborough	N
prompting	C
military	N
deploy	C
largest	N
warship	C
BRP	N
Gregorio	N
del	N
Pilar	N
recently	N
acquired	C
United	N
States	N

banks	N
unable	N
raise	C
funds	C
government	C
provide	N
five-year	N
loans	N
convertible	C
shares	C
interest	N
rate	N
double	N
rate	N
government	C
bonds	C

state	N
raise	N
money	N
debt	C
markets	N
loans	N
banks	N
made	N
instrument	C
known	N
contingent	C
convertibles	C
CoCos	C
carry	N
risk	N
state	N
ends	N
ownership	C
still-troubled	N
banks	N

Spain	N
announced	C
Friday	N
drastic	C
reform	C
forcing	N
banks	N
set	N
aside	C
new	N
30-billion-euro	N
39	N
billion	N
financial	N
cushion	C
separate	N
property	N
assets	C
balance	N
sheets	N

government	N
also	N
charge	N
two	N
independent	C
auditing	C
firms	N
valuing	C
banks	N
exposure	C
collapsed	C
property	N
sector	C
ministers	N
told	N
news	N
conference	C
cabinet	C
meeting	N

Earlier	C
financial	C
sources	N
suggested	C
reform	C
could	N
partly	N
delayed	C
allow	N
time	N
negotiations	C
government	N
major	N
banks	N

Spain	N
set	N
intensify	C
clean-up	C
banks	N
Friday	N
difficult	N
last-minute	C
talks	N
government	N
lenders	C
details	N
planned	N
financial	N
system	N
reforms	C

weekly	N
cabinet	C
meeting	N
government	N
approve	N
plan	N
force	N
banks	N
park	N
toxic	C
real	N
estate	C
assets	C
holding	N
companies	N
would	N
later	N
sell	N
move	N
could	N
deepen	C
losses	N
lenders	C

cabinet	C
also	N
expected	N
demand	C
banks	N
set	N
aside	N
35	N
billion	N
euros	N
27.9	N
billion	N
pounds	N
cover	N
sound	N
loans	N
real	N
estate	N
portfolios	C

government	N
already	N
obliged	C
banks	N
make	N
provisions	C
54	N
billion	N
euros	N
cover	N
bad	N
assets	C

Two	N
Chinese	N
maritime	C
surveillance	C
ships	N
identified	C
Zhonggou	N
Haijian	N
75	N
Zhonggou	N
Haijian	N
84	N
later	N
approached	C
positioned	C
Philippine	N
warship	N
Chinese	N
fishing	N
vessels	C
thus	N
preventing	C
arrests	N
erring	C
Chinese	N
fishermen	N
statement	N
said	N

Chinese	N
officials	N
refer	N
Scarborough	N
Shoal	N
Huangyan	N
Island	N
past	N
asserted	C
Chinese	N
sovereignty	C
area	N

Philippines	N
refers	N
shoal	C
rich	N
fishing	N
ground	N
Panatag	N

Last	N
year	N
Philippines	N
accused	C
Chinese	N
vessels	C
intruding	C
parts	N
considers	N
Philippine	N
territory	C
near	N
South	N
China	N
Sea	N
including	N
Spratlys	C

China	N
regularly	N
dismissed	C
protests	C
saying	N
Beijing	N
indisputable	C
sovereignty	C
areas	N
historical	N
grounds	N

Google	N
said	N
Saturday	N
Chinese	N
authorities	N
approved	N
12.5	N
billion	N
7.9	N
billion	N
pounds	N
purchase	N
Motorola	N
Mobility	N
Holdings	N
last	N
regulatory	C
hurdle	C
deal	N
would	N
allow	N
world	N

1	N
Internet	N
search	N
engine	N
develop	N
line	N
smart	N
phones	N

understood	C
dead	N
girl	N
living	N
family	N
home	N
neighbouring	C
housing	N
estate	C
visiting	N
older	N
sister	N
time	N
shooting	N

Locals	N
reported	C
seeing	N
speaking	N
village	N
morning	N
police	N
called	N
scene	C
around	N
10.40am	N

Northern	N
Ireland	N
deputy	N
first	N
minister	C
Mid-Ulster	N
MP	N
Martin	N
McGuinness	N
said	N
heart	N
went	N
family	N
girl	N
tragically	C
killed	N

People	N
spoken	C
area	N
morning	N
state	N
shock	N
said	N

would	N
wish	N
extend	C
thoughts	N
prayers	N
family	N
friends	N
victim	C
terrible	C
time	N

PSNI	C
spokesman	C
said	N
alerted	C
shooting	N
shortly	C
10.40am	N
today	N

Spain	N
eurozone	N
fourth-largest	C
economy	N
second	N
recession	C
three	N
years	N
battling	C
reduce	C
swollen	C
deficit	C
24.4	N
per	N
cent	N
unemployment	C

government	C
intense	C
pressure	N
reduce	N
deficit	C
8.5	N
GDP	C
2011	N
5.3	N
per	N
cent	N
year	N
Europe	N
Union	N
limit	N
three	N
percent	N
2013	N

European	N
Union	N
painted	C
grim	C
picture	N
Spain	N
economy	N
hours	N
ahead	N
reform	C
saying	N
country	N
GDP	C
shrink	C
1.8	N
per	N
cent	N
year	N
—	N
compared	N
1.7	N
per	N
cent	N
drop	N
predicted	C
Madrid	C
—	N
deficit	C
come	N
6.4	N
per	N
cent	N
output	C
5.3	N
per	N
cent	N
overspending	C
regional	N
governments	N

Also	N
Monday	N
Observatory	C
LCC	C
said	N
government	C
troops	N
stormed	C
Damascus	C
suburb	C
Qaboun	C
conducted	C
raids	C
deployed	C
snipers	C
roofs	N
buildings	N

Damascus	N
state-run	C
TV	N
said	N
results	N
last	N
week	N
parliamentary	C
elections	N
made	N
public	N
Tuesday	N

government	N
praised	C
vote	N
milestone	C
promised	N
political	N
reforms	C
opposition	C
boycotted	C
polls	N
said	N
designed	C
strengthen	N
Assad	N
grip	N
power	N

Syria	N
uprising	C
started	N
March	N
2011	N
protests	C
calling	N
political	N
reform	C

government	N
brutally	C
cracked	N
dissent	C
many	N
opposition	N
since	N
taken	N
arms	N
defend	N
attack	N
government	N
troops	N

soldiers	N
also	N
switched	N
sides	N
joined	N
forces	N
rebels	C

mother	N
shot	N
killed	N
four	N
children	N
turning	N
gun	N
small	N
town	N
Florida	N
Tuesday	N
authorities	C
said	N

shooting	N
happened	C
house	N
Port	N
St.	N
John	N
Brevard	N
County	N
15	N
miles	N
NASA	N
Kennedy	N
Space	N
Center	N

spokesman	C
Brevard	N
County	N
Sheriff	C
office	N
identified	C
victims	C
four	N
children	N
aged	N
12	N
13	N
15	N
17	N

shot	N
33-year-old	N
mother	N
Tonya	N
Thomas	N
turned	N
gun	N
Tod	N
Goodyear	N
said	N

shot	N
appeared	C
handgun	C
said	N

Goodyear	N
said	N
neighbor	C
called	N
police	N
dawn	C
Tuesday	N
report	C
gunfire	C

police	N
arrived	N
found	N
fatally	C
injured	N
17-year-old	N
girl	N
front	N
yard	N
house	N
quiet	N
neighborhood	C
single	N
family	N
residences	C

Spain	N
government	N
tried	N
plug	C
gaping	C
hole	N
country	N
banking	N
system	N
Friday	N
fourth	N
attempt	N
tackle	C
fallout	C
property	N
crash	C
fell	C
short	N
expectations	C

centre-right	C
government	N
offered	C
high-interest	C
loans	N
banks	N
brink	C
crisis	C
shaking	C
euro	N
zone	N
ordered	N
independent	C
audit	C
lending	C
across	N
entire	N
banking	N
sector	N
European	N
Union	N
asked	N

definitive	C
clean-up	N
framework	C
market	N
clamoring	C
said	N
Nicholas	N
Spiro	N
Spiro	N
Sovereign	C
Strategy	C

Spanish	N
bank	N
restructuring	C
moving	N
target	N
deeper	N
economic	N
downturn	C
greater	N
uncertainty	C
size	N
sector	N
provisioning	C
needs	N

Spain	N
troubled	N
banks	N
184	N
billion	N
euros	N
238	N
billion	N
problem	N
loans	N
assets	C
property	N
bubble	C
burst	C
four	N
years	N
ago	N
lie	N
core	C
euro	N
zone	C
debt	N
crisis	C
due	N
fears	N
massive	C
rescue	C
could	N
push	N
Spanish	N
public	N
finances	N
breaking	N
point	N

Meanwhile	N
army	N
raided	C
Sunni	C
village	N
north	N
Hama	N
killing	N
five	N
people	N
Observatory	C
said	N

Activists	C
said	N
least	N
30	N
people	N
died	N
Sunday	N
mainly	N
civilians	C
violence	N
surged	C
flashpoints	C
across	N
country	N
despite	C
increase	N
UN	N
observers	C

figures	N
verified	C
independently	C
journalists	C
movements	C
severely	C
restricted	C
Syria	N

Spanish	N
government	N
expected	C
announce	C
plans	N
clean	N
banking	N
system	N
Friday	N

likely	N
force	N
banks	N
set	N
aside	C
extra	N
money	N
region	C
30bn	N
euros	N
39bn	N
£24bn	N
cover	N
cost	N
loans	N
going	N
bad	N

weekly	N
cabinet	C
meeting	N
also	N
expected	C
approve	N
plan	N
force	N
banks	N
put	N
bad	N
property	C
loans	N
separate	C
companies	N

acquisition	C
announced	C
last	N
year	N
already	N
received	N
approvals	C
Europe	N
U.S.	N
jurisdictions	C
worldwide	N

Libertyville	C
Illinois-based	C
Motorola	N
Mobility	C
said	N
regulatory	C
filing	C
February	N
Chinese	N
clearance	C
still	N
required	C

stance	C
since	N
agreed	N
acquire	C
Motorola	N
changed	N
look	N
forward	N
closing	N
deal	N
Mountain	N
View	N
California-based	C
Google	N
said	N
e-mailed	N
statement	N
yesterday	N

company	N
also	N
confirmed	C
received	N
word	N
Chinese	N
authorities	C
purchase	C
approved	N

acquisition	C
largest	N
wireless-equipment	C
deal	N
least	N
decade	C
according	N
data	C
compiled	C
Bloomberg	N
Google	N
becomes	N
competitor	C
handset	C
makers	N
make	N
Android	N
devices	C

addition	N
Motorola	N
Mobility	C
phones	N
software	C
runs	N
handsets	C
made	N
companies	N
Samsung	N
Electronics	N
Co.	N
005930	N
HTC	N
Corp.	N
2498	N
part	N
approval	C
Google	N
needs	N
ensure	C
Android	C
software	C
versions	C
free	N
open	N
next	N
five	N
years	N
China	N
Ministry	N
Commerce	C
said	N
statement	N
website	N

Mr	N
Obama	N
address	N
unannounced	C
visit	N
sign	N
strategic	C
partnership	N
agreement	N
President	N
Hamid	N
Karzai	N
sets	N
terms	C
relations	C
departure	C
US	N
troops	N
2014	N
chance	N
make	N
election-year	N
case	N
winding	C
costly	C
increasingly	N
unpopular	N
war	N

fellow	C
Americans	N
said	N
speaking	N
backdrop	C
armoured	C
military	N
vehicles	N
US	N
flag	N
travelled	C
decade	C
dark	N
cloud	N
war	N

Yet	N
pre-dawn	C
darkness	C
Afghanistan	N
see	N
light	N
new	N
day	N
horizon	C

speech	N
came	N
already	N
difficult	N
relationship	C
Mr	N
Karzai	N
strained	C
recent	N
events	N
including	N
release	N
photos	N
showing	N
US	N
soldiers	N
posing	C
remains	C
Taliban	C
insurgents	C
US	N
staff	N
sergeant	C
charged	N
killing	N
16	N
Afghan	N
civilians	C

Rajoy	N
said	N
week	N
banking	N
intervention	C
would	N
affect	N
annual	N
public	N
deficit	C
vowed	C
slash	C
8.5	N
percent	N
economic	C
output	N
last	N
year	N
5.3	N
percent	N
year	N
3.0	N
percent	N
2013	N

European	N
Union	N
already	N
discounted	C
Spain	N
promise	N
trim	C
deficit	C
time	N
recession	C
unemployment	C
rate	N
first	N
quarter	N
24.4	N
percent	N

least	N
30	N
people	N
including	N
23	N
soldiers	N
died	N
heavy	N
overnight	C
clashes	C
central	N
Syrian	N
city	N
Rastan	N
according	N
activists	C

Syrian	N
Observatory	C
Human	N
Rights	N
said	N
dozens	N
others	N
wounded	C
city	N
restive	C
Homs	N
province	C

Three	N
troop	C
carriers	C
destroyed	C
fighting	N
UK-based	C
group	N
said	N

neighbors	C
say	N
called	N
children	N
begging	C
go	N
back	N
house	N

last	N
time	N
saw	N
children	N

neighbors	C
called	N
police	N
immediately	C
heard	N
gunshots	C
upon	N
arrival	N

set	N
perimeter	C
found	N
oldest	N
girl	N
lying	N
yard	N
took	N
ambulance	C
Goodyear	N
said	N

EMTs	C
pronounced	C
Pebbles	C
dead	N
ambulance	N
SWAT	C
team	N
called	N
investigation	C

Police	N
say	N
heard	N
another	N
gun	N
shot	C

Officers	N
found	N
three	N
kids	N
Thomas	N
dead	N
back	N
house	N

Goodyear	N
says	N
father	N
family	N
lives	N
Titusville	N
Fla.	N
n't	N
home	N
months	N

family	N
history	N
domestic	C
violence	C

April	N
Jaxs	N
threw	N
bicycle	N
window	N
house	N
threatened	C
Thomas	N
according	C
police	N
report	N

next	N
day	N
woke	N
school	N
kicked	C
punched	C
repeatedly	C
report	N
said	N

pushed	N
back	N
began	N
scuffle	C

Police	N
called	N
later	N
day	N
police	N
say	N
neighbors	C
often	N
complained	C
hearing	N
shouts	C
yells	N
emanating	C
house	N

sad	N
even	N
troublemakers	C

distressing	C
Goodyear	N
said	N

parent	N
could	N
never	N
fathom	C
kids	N

32	N
year	N
old	N
man	N
sitting	N
car	N
approached	C
lone	C
male	N
fire	N
number	N
shots	N
hitting	N
man	N
least	N
side	N

killed	N
gun	N
attack	N
William	N
Court	N

21-year-old	N
sister	N
seriously	C
injured	N
remains	N
critical	C
condition	C
Belfast	N
Royal	N
Victoria	N
Hospital	N

Belfast	C
Trust	N
spokesperson	C
confirmed	C
undergone	C
surgery	C
Saturday	N
afternoon	N

believed	C
mother	N
two	N
young	N
children	N

26-year-old	N
man	N
still	N
questioned	C
police	N
suspicion	C
murder	C

man	N
woman	N
aged	N
28	N
arrested	N
suspicion	C
assisting	C
offender	C
released	C
without	N
charge	C
Saturday	N
evening	N

arrested	C
Toome	C
area	N
within	N
hour	N
shooting	N

Parish	N
priest	N
Fr	N
Andy	N
Dolan	N
told	N
UTV	N
feeling	N
area	N
one	N
shock	N
horror	C

said	N
siblings	C
always	N
together	N
saw	N
one	N
saw	N

Successive	C
waves	C
bank	N
sector	C
clean-ups	C
failed	N
convince	C
investors	C

According	N
correspondent	C
toxic	C
assets	C
result	N
property	N
bubble	C
experienced	N
Spain	N
recession	C

result	N
recession	C
many	N
people	N
left	N
unable	N
pay	N
mortgages	C
banks	N
left	N
deal	N
after-effects	C

Banking	N
reform	C
seen	N
urgent	C
many	N
analysts	C
yields	C
benchmark	C
Spanish	N
bonds	N
currently	N
close	N
six	N
percent	N
meaning	N
country	N
faces	N
high	N
borrowing	C
costs	N

pressure	N
right	N
high	N
discredit	C
would	N
huge	N
reform	N
approved	N
Friday	N
banking	N
source	N
told	N
Spanish	N
Government	N
expected	N
announce	C
new	N
round	N
financial	C
sector	N
reforms	N
later	N
today	N

long	N
process	C
purchasing	C
Motorola	N
Mobility	N
finally	N
drawing	C
close	N
Google	N
seems	N
shifting	C
attention	C
process	C
selling	N
hardware	C

Wall	N
Street	N
Journal	N
reported	N
earlier	N
week	N
Google	N
looking	N
fleshing	C
Devices	N
section	N
Google	N
Play	N
Store	N
unlocked	C
smartphones	N
tablets	N
lead	N
devices	C
five	N
major	N
hardware	C
manufacturers	C

Google	N
in-house	C
hardware	C
team	N
stands	N
reason	C
might	N
soon	N
offer	N
devices	N
alongside	C
hardware	C
partners	N
like	N
Samsung	N
HTC	N

Motorola	N
known	N
around	N
world	N
innovation	C
communications	C
focused	C
advancing	C
way	N
world	N
connects	C

Gardai	C
investigating	C
shooting	C
west	N
Dublin	N
last	N
night	N
recovered	C
gun	N

man	N
32	N
wounded	C
sitting	N
car	N
outside	N
Finnegan	N
pub	C
Sarsfield	N
Road	N
Ballyfermot	N
11.10pm	N

targetted	C
lone	C
gunman	C
discharged	C
number	N
shots	N

victim	C
taken	N
Tallaght	N
Hospital	N
treatment	C
injuries	C
said	N
serious	N

gunman	N
left	N
scene	N
getaway	C
car	N
found	N
burned	C
Goldenbridge	N
Terrace	N
Inchicore	N
last	N
night	N

gun	N
recovered	C
close	N
burned	N
car	N

scenes	N
shooting	N
fire	N
preserved	C
gardai	C
technical	C
examination	C

Philippines	N
foreign	N
secretary	C
said	N
Chinese	N
ambassador	C
agreed	N
resolve	C
diplomatically	C
stand-off	C
involving	N
Philippine	N
warship	C
two	N
Chinese	N
surveillance	C
vessels	C
disputed	C
area	N
South	N
China	N
Sea	N

Tuesday	N
Filipino	C
sailors	N
warship	C
boarded	C
Chinese	N
vessels	C
inspection	C
discovering	C
large	N
amounts	N
illegally	C
collected	N
coral	C
giant	N
clams	C
live	N
sharks	N
inside	N
first	N
boat	N
department	N
said	N

Two	N
Chinese	N
maritime	C
surveillance	C
ships	N
identified	N
Zhonggou	N
Haijian	N
75	N
Zhonggou	N
Haijian	N
84	N
later	N
approached	C
positioned	C
Philippine	N
warship	C
Chinese	N
fishing	N
vessels	C
thus	N
preventing	C
arrests	N
erring	C
Chinese	N
fishermen	N
statement	N
said	N

Chinese	N
officials	N
refer	N
Scarborough	C
Shoal	N
Huangyan	C
Island	N
past	N
asserted	C
Chinese	N
sovereignty	C
area	N

Philippines	N
refers	C
shoal	C
rich	N
fishing	N
ground	N
Panatag	N

Last	N
year	N
Philippines	N
accused	C
Chinese	N
vessels	C
intruding	C
parts	N
considers	N
Philippine	N
territory	C
near	N
South	N
China	N
Sea	N
including	N
Spratlys	C

Thousands	C
Russians	N
rallied	C
Moscow	N
St	N
Petersburg	C
past	N
two	N
days	N
facing	N
tens	N
thousands	C
police	N
interior	C
ministry	C
troops	C

Hundreds	C
protesters	C
detained	C
cities	N

Gorbachev	C
told	N
Interfax	C
news	N
agency	N
authorities	N
must	N
hold	N
fresh	N
election	C
deal	N
rising	N
tide	C
discontent	C

Vladimir	C
Putin	N
United	N
Russia	N
party	N
less	N
50	N
Sunday	N
vote	N
steep	C
fall	N
earlier	N
two-thirds	N
majority	C
according	N
preliminary	C
results	N

opposition	C
parties	N
international	C
observers	C
said	N
vote	N
marred	C
vote-rigging	C
including	N
alleged	C
ballot-box	C
stuffing	C
false	N
voter	N
rolls	C

people	N
starting	N
believe	N
election	N
results	N
fair	N
told	N
Interfax	N

second	N
major	N
assault	C
Kabul	N
less	N
three	N
weeks	N
highlighted	C
Taliban	N
continued	N
ability	N
strike	C
heavily	C
guarded	C
capital	N
even	N
security	N
tightened	C
Obama	N
visit	N
Wednesday	N
anniversary	C
killing	N
al-Qaida	N
leader	N
Osama	N
bin	N
Laden	N
neighboring	C
Pakistan	N

Obama	N
arrived	N
Bagram	N
Air	N
Field	N
late	N
Tuesday	N
traveled	N
Kabul	N
helicopter	C
meeting	N
President	N
Hamid	N
Karzai	N
signed	N
agreement	C
governing	C
U.S.	N
presence	C
combat	C
troops	N
withdraw	C
2014	N

Later	N
back	N
base	C
surrounded	C
U.S.	N
troops	N
shaking	N
every	N
hand	N

gave	N
speech	N
broadcast	C
Americans	N
back	N
home	N
ending	N
lightning	C
visit	N
4:30	N
a.m	N

United	N
Nations	N
estimates	C
least	N
9,000	N
people	N
died	N
14-month	N
crisis	C
opposition	C
groups	N
put	N
death	N
toll	C
11,000	N

Despite	C
ongoing	C
chaos	C
Syrian	N
state-run	C
media	N
announced	C
results	N
recent	C
parliamentary	C
elections	N
announced	C
Tuesday	N

7,000	N
candidates	C
vied	C
250	N
parliamentary	C
seats	N

members	N
opposition	C
urged	C
Syrians	N
boycott	C
elections	N
saying	N
vote	N
candidates	C
amounted	C
vote	N
al-Assad	N
whose	N
family	N
ruled	N
country	N
42	N
years	N

reform	C
grant	C
credibility	C
build	N
confidence	C
financial	N
sector	C
increase	N
credit	C
flow	N
country	N
lead	N
home	N
sales	N
reasonable	C
prices	N
Deputy	N
Prime	N
Minister	N
Soraya	N
Saenz	N
de	N
Santamaria	N
said	N
news	N
conference	C

Mr	N
McGuinness	N
MP	N
area	N
said	N
family	N
clearly	N
deeply	N
shocked	C
traumatised	C
happened	N
weekend	N

daughter	N
murdered	C
another	N
daughter	N
seriously	C
injured	N

spent	N
time	N
family	N
offered	N
support	N
wider	C
community	N
time	N

understood	N
dead	N
girl	N
living	N
family	N
home	N
neighbouring	C
housing	C
estate	N
visiting	N
older	N
sister	N
time	N
shooting	C

Bellaghy	C
parish	C
priest	N
Fr	C
Andrew	N
Dolan	N
said	N
teenager	N
died	N
trying	N
protect	N
sister	N
Brenda	N
attack	N
Lauren	N
dived	C
save	N
process	C
lost	N
life	N

told	N
BBC	N
say	N
close	N
life	N
death	N
could	N
n't	N
closer	N

China	N
official	C
approval	C
deal	C
long	N
time	N
coming	N
Google	N
managed	N
score	C
regulatory	C
approvals	N
U.S.	N
Department	N
Justice	N
European	N
Commission	C
back	N
February	N
day	N
less	N
China	N
anti-monopoly	C
bureau	C
leapt	C
action	N
days	N
later	N

period	C
intense	C
regulatory	C
scrutiny	C
routine	C
part	N
purchasing	C
process	N
every	N
company	N
makes	N
400	N
million	N
yuan	C
63	N
million	N
China	N
10	N
billion	N
yuan	C
1.6	N
billion	N
globally	C
subject	C
process	N

Google	N
Motorola	N
originally	C
expected	N
close	N
deal	C
early	N
2012″	N
turns	N
n't	N
far	N
market	N

final	N
approval	N
place	N
Google	N
confirmed	C
expect	N
purchase	C
completed	N
time	N
next	N
week	N

insurgency	C
also	N
claimed	C
spring	C
offensive	C
began	N
two	N
weeks	N
ago	N
attacks	N
Kabul	N
would	N
renewed	C
Thursday	N
despite	C
security	N
clamp-down	C
capital	N

Obama	N
visit	N
came	N
year	N
U.S.	N
special	N
forces	N
troops	N
killed	N
al	N
Qaeda	N
leader	N
Osama	N
bin	N
Laden	N
architect	C
September	N
11	N
2001	N
attacks	N
raid	C
neighboring	N
Pakistan	N

televised	C
address	C
American	N
people	N
base	C
north	N
Kabul	N
said	N
war	N
Afghanistan	N
winding	C

emerge	C
decade	C
conflict	C
abroad	C
economic	N
crisis	C
home	N
time	N
renew	C
America	N
Obama	N
said	N
speaking	N
backdrop	C
armored	C
vehicles	N
U.S.	N
flag	N

time	N
war	N
began	N
Afghanistan	N
end	N

lieutenant	C
defected	C
also	N
killed	N
clashes	C

Regime	C
forces	N
launched	C
offensive	C
Rastan	N
weekend	N
met	N
sharp	C
resistance	C
rebels	C
seeking	C
ouster	C
regime	C
President	N
Bashar	N
al-Assad	N

Observatory	C
said	N
dozens	N
wounded	C
shelling	C
city	N
Syrian	N
troops	N

bombardment	C
regime	C
forces	N
resumed	C
following	N
deadly	N
clashes	N
added	N

Quraya	C
eastern	N
province	C
Deir	N
az-Zour	N
15-year-old	N
boy	N
killed	N
machinegun	C
fire	N
regime	C
forces	N
raided	C
town	N
Observatory	N
said	N
bringing	N
total	N
number	N
people	N
killed	N
Monday	N
25	N

watchdog	C
added	N
15	N
residents	N
city	N
arrested	N

capital	N
Damascus	C
regime	C
forces	N
raided	C
neighborhood	N
Qaboon	C
snipers	C
stationed	C
roofs	N
buildings	N

goal	N
set	N
defeat	N
al	N
Qaeda	N
deny	N
chance	N
rebuild	N
within	N
reach	N
Mr.	N
Obama	N
said	N
adding	N
difficult	N
days	N
ahead	N

goal	N
set	N
defeat	N
al	N
Qaeda	N
deny	C
chance	N
rebuild	C
within	N
reach	N
Mr.	N
Obama	N
said	N
adding	N
difficult	C
days	N
ahead	N

enormous	C
sacrifices	C
men	N
women	N

U.S.	N
military	N
future	N
Afghanistan	N
Issued	C
twice	N
year	N
Congress	C
Defense	N
Department	N
report	N
said	N
overall	N
insurgent	C
attacks	N
Afghanistan	N
fell	N
last	N
year	N
first	N
drop	N
five	N
years	N
praised	C
Afghan	N
forces	N
increased	N
security	C
capabilities	C

time	N
Defense	N
Department	N
said	N
corruption	C
remains	N
widespread	C
violence	C
southern	N
region	N
Kandahar	N
increased	N

around	N
130,000	N
forces	N
Afghanistan	N
including	N
around	N
90,000	N
U.S.	N
forces	N
40,000	N
troops	C
nations	N

speech	N
Obama	N
turned	N
signing	C
promise	C
stay	N
Afghanistan	N
vehicle	C
promise	C
—	N
go	N

signing	N
quick	N
businesslike	C
affair	C
Karzai	N
palace	C
Kabul	N

pleasantries	C
pageantry	C

also	N
opportunity	C
Karzai	N
make	N
one	N
off-message	C
demands	C
denunciations	C
U.S.	N
behavior	N
exasperated	C
U.S.	N
officials	N
past	N
even	N
acknowledged	C
Karzai	N
point	N

Afghan	N
people	N
understand	N
United	N
States	N
stand	N
Obama	N
said	N
Karzai	N
seated	N
beside	N
signing	N
table	N

know	N
United	N
States	N
achieve	C
goals	N
destroying	C
al-Qaida	N
denying	C
safe	N
time	N
capacity	C
wind	N
war	N
usher	C
new	N
era	C
peace	N
Afghanistan	N

strategic	C
location	N
terrain	C
helped	N
deserters	C
disparate	C
units	N
mount	C
raids	C
army	N
buses	N
roadblocks	C
manned	C
Military	N
Intelligence	C
pro-Assad	N
militia	N
opposition	C
activists	C
said	N

Rastan	N
lies	N
180	N
km	N
110	N
miles	N
north	N
Damascus	N
among	N
farmland	N
wheat	N
fields	N
Orontes	N
River	N
northern	N
highway	N
leading	C
Aleppo	N

U.N.	N
Secretary	N
General	N
Ban	N
Ki-moon	N
said	N
Wednesday	N
narrow	C
window	N
opportunity	N
avert	C
full-scale	N
civil	N
war	N
Syria	N
sits	N
crossroads	C
Middle	N
East	N
conflict	C
bordering	N
Turkey	N
Jordan	N
Israel	N
Iraq	N
Lebanon	N

23-million	N
population	N
comprises	C
mix	N
faiths	N
sects	C
ethnic	C
groups	N
whose	N
tensions	C
resonate	C
neighboring	C
states	N

United	N
States	N
Europe	N
Gulf	N
Arab	N
states	N
want	N
Assad	N
step	N
ally	C
Russia	N
blocked	N
robust	C
action	N
Syrian	N
authorities	C
U.N.	N
Security	N
Council	N
remains	N
firmly	C
behind	N
Annan	N
six-point	N
peace	N
plan	N

Shock	N
Locals	N
Bellaghy	C
County	N
Derry	N
said	N
stunned	C
tragic	C
shooting	N
happened	N
Brenda	N
O'Neill	N
rented	N
house	N
three	N
arrested	N
Toome	N
area	N
taken	N
Serious	N
Crime	N
Suite	C
Antrim	C
police	N
station	N

Investigating	C
officers	N
appealed	C
anyone	N
information	C
incident	C
contact	N

Caoimhe	N
Scullion	N
Sinn	N
Fein	N
councillor	C
Magherafelt	C
District	N
Council	N
